days_since_birth,girl_tall_3,girl_tall_10,girl_tall_25,girl_tall_50,girl_tall_75,girl_tall_90,girl_tall_97,boy_tall_3,boy_tall_10,boy_tall_25,boy_tall_50,boy_tall_75,boy_tall_90,boy_tall_97,gw3,girl_weight_10,girl_weight_25,girl_weight_50,girl_weight_75,girl_weight_90,girl_weight_97,boy_weight_3,boy_weight_10,boy_weight_25,bw50,boy_weight_75,boy_weight_90,boy_weight_97
448,70.0642105263158,71.7568421052632,73.3494736842105,75.0494736842105,76.7421052631579,78.2347368421053,79.7273684210526,71.3642105263158,72.9568421052632,74.5494736842105,76.2494736842105,77.9421052631579,79.4347368421053,80.8273684210526,7.45315789473684,7.94168421052632,8.46947368421053,9.07652631578947,9.71284210526316,10.3084210526316,10.9147368421053,7.898,8.43578947368421,8.99357894736842,9.61136842105263,10.2384210526316,10.8062105263158,11.3732631578947
449,70.0978947368421,71.7915789473684,73.3852631578947,75.0852631578947,76.7789473684211,78.2726315789474,79.7663157894737,71.3978947368421,72.9915789473684,74.5852631578947,76.2852631578947,77.9789473684211,79.4726315789474,80.8663157894737,7.45842105263158,7.94715789473684,8.47526315789474,9.08273684210526,9.71957894736842,10.3157894736842,10.9226315789474,7.904,8.4421052631579,9.00021052631579,9.61831578947368,10.2457894736842,10.8138947368421,11.3813684210526
450,70.1315789473684,71.8263157894737,73.421052631579,75.121052631579,76.8157894736842,78.3105263157895,79.8052631578947,71.4315789473684,73.0263157894737,74.621052631579,76.321052631579,78.0157894736842,79.5105263157895,80.9052631578947,7.46368421052632,7.95263157894737,8.48105263157895,9.08894736842105,9.72631578947368,10.3231578947368,10.9305263157895,7.91,8.44842105263158,9.00684210526316,9.62526315789474,10.2531578947368,10.8215789473684,11.3894736842105
451,70.1652631578947,71.8610526315789,73.4568421052632,75.1568421052632,76.8526315789474,78.3484210526316,79.8442105263158,71.4652631578947,73.061052631579,74.6568421052632,76.3568421052632,78.0526315789474,79.5484210526316,80.9442105263158,7.46894736842105,7.9581052631579,8.48684210526316,9.09515789473684,9.73305263157895,10.3305263157895,10.9384210526316,7.916,8.45473684210526,9.01347368421053,9.63221052631579,10.2605263157895,10.8292631578947,11.3975789473684
452,70.1989473684211,71.8957894736842,73.4926315789474,75.1926315789474,76.8894736842105,78.3863157894737,79.8831578947368,71.498947368421,73.0957894736842,74.6926315789474,76.3926315789474,78.0894736842105,79.5863157894737,80.9831578947368,7.47421052631579,7.96357894736842,8.49263157894737,9.10136842105263,9.73978947368421,10.3378947368421,10.9463157894737,7.922,8.46105263157895,9.0201052631579,9.63915789473684,10.2678947368421,10.8369473684211,11.4056842105263
453,70.2326315789474,71.9305263157895,73.5284210526316,75.2284210526316,76.9263157894737,78.4242105263158,79.9221052631579,71.5326315789474,73.1305263157895,74.7284210526316,76.4284210526316,78.1263157894737,79.6242105263158,81.0221052631579,7.47947368421053,7.96905263157895,8.49842105263158,9.10757894736842,9.74652631578947,10.3452631578947,10.9542105263158,7.928,8.46736842105263,9.02673684210526,9.6461052631579,10.2752631578947,10.8446315789474,11.4137894736842
454,70.2663157894737,71.9652631578947,73.5642105263158,75.2642105263158,76.9631578947368,78.4621052631579,79.961052631579,71.5663157894737,73.1652631578947,74.7642105263158,76.4642105263158,78.1631578947368,79.6621052631579,81.061052631579,7.48473684210526,7.97452631578947,8.50421052631579,9.11378947368421,9.75326315789474,10.3526315789474,10.9621052631579,7.934,8.47368421052632,9.03336842105263,9.65305263157895,10.2826315789474,10.8523157894737,11.4218947368421
455,70.3,72,73.6,75.3,77,78.5,80,71.6,73.2,74.8,76.5,78.2,79.7,81.1,7.49,7.98,8.51,9.12,9.76,10.36,10.97,7.94,8.48,9.04,9.66,10.29,10.86,11.43
456,70.3334545454545,72.0338181818182,73.6349090909091,75.336,77.0370909090909,78.5385454545455,80.0392727272727,71.6323636363636,73.2330909090909,74.8341818181818,76.5356363636364,78.2367272727273,79.7378181818182,81.1392727272727,7.49738181818182,7.98774545454546,8.51810909090909,9.12865454545455,9.76927272727273,10.3699636363636,10.9807272727273,7.94694545454546,8.48734545454546,9.04778181818182,9.66832727272727,10.2989454545455,10.8695272727273,11.4401454545455
457,70.3669090909091,72.0676363636364,73.6698181818182,75.372,77.0741818181818,78.5770909090909,80.0785454545455,71.6647272727273,73.2661818181818,74.8683636363636,76.5712727272727,78.2734545454545,79.7756363636364,81.1785454545454,7.50476363636364,7.99549090909091,8.52621818181818,9.13730909090909,9.77854545454546,10.3799272727273,10.9914545454545,7.95389090909091,8.49469090909091,9.05556363636364,9.67665454545455,10.3078909090909,10.8790545454545,11.4502909090909
458,70.4003636363636,72.1014545454545,73.7047272727273,75.408,77.1112727272727,78.6156363636364,80.1178181818182,71.6970909090909,73.2992727272727,74.9025454545455,76.6069090909091,78.3101818181818,79.8134545454546,81.2178181818182,7.51214545454546,8.00323636363637,8.53432727272727,9.14596363636364,9.78781818181818,10.3898909090909,11.0021818181818,7.96083636363636,8.50203636363636,9.06334545454545,9.68498181818182,10.3168363636364,10.8885818181818,11.4604363636364
459,70.4338181818182,72.1352727272727,73.7396363636364,75.444,77.1483636363636,78.6541818181818,80.1570909090909,71.7294545454545,73.3323636363636,74.9367272727273,76.6425454545455,78.3469090909091,79.8512727272727,81.2570909090909,7.51952727272727,8.01098181818182,8.54243636363636,9.15461818181818,9.79709090909091,10.3998545454545,11.0129090909091,7.96778181818182,8.50938181818182,9.07112727272727,9.69330909090909,10.3257818181818,10.8981090909091,11.4705818181818
460,70.4672727272727,72.1690909090909,73.7745454545455,75.48,77.1854545454546,78.6927272727273,80.1963636363636,71.7618181818182,73.3654545454546,74.9709090909091,76.6781818181818,78.3836363636364,79.8890909090909,81.2963636363636,7.52690909090909,8.01872727272727,8.55054545454546,9.16327272727273,9.80636363636364,10.4098181818182,11.0236363636364,7.97472727272727,8.51672727272727,9.07890909090909,9.70163636363636,10.3347272727273,10.9076363636364,11.4807272727273
461,70.5007272727273,72.2029090909091,73.8094545454545,75.516,77.2225454545455,78.7312727272727,80.2356363636364,71.7941818181818,73.3985454545455,75.0050909090909,76.7138181818182,78.4203636363636,79.9269090909091,81.3356363636364,7.53429090909091,8.02647272727273,8.55865454545454,9.17192727272727,9.81563636363636,10.4197818181818,11.0343636363636,7.98167272727273,8.52407272727273,9.08669090909091,9.70996363636364,10.3436727272727,10.9171636363636,11.4908727272727
462,70.5341818181818,72.2367272727273,73.8443636363636,75.552,77.2596363636364,78.7698181818182,80.2749090909091,71.8265454545455,73.4316363636364,75.0392727272727,76.7494545454545,78.4570909090909,79.9647272727273,81.3749090909091,7.54167272727273,8.03421818181818,8.56676363636364,9.18058181818182,9.82490909090909,10.4297454545455,11.0450909090909,7.98861818181818,8.53141818181818,9.09447272727273,9.71829090909091,10.3526181818182,10.9266909090909,11.5010181818182
463,70.5676363636364,72.2705454545455,73.8792727272727,75.588,77.2967272727273,78.8083636363636,80.3141818181818,71.8589090909091,73.4647272727273,75.0734545454545,76.7850909090909,78.4938181818182,80.0025454545455,81.4141818181818,7.54905454545455,8.04196363636364,8.57487272727273,9.18923636363636,9.83418181818182,10.4397090909091,11.0558181818182,7.99556363636364,8.53876363636364,9.10225454545454,9.72661818181818,10.3615636363636,10.9362181818182,11.5111636363636
464,70.6010909090909,72.3043636363636,73.9141818181818,75.624,77.3338181818182,78.8469090909091,80.3534545454545,71.8912727272727,73.4978181818182,75.1076363636364,76.8207272727273,78.5305454545455,80.0403636363636,81.4534545454545,7.55643636363636,8.04970909090909,8.58298181818182,9.19789090909091,9.84345454545455,10.4496727272727,11.0665454545455,8.00250909090909,8.54610909090909,9.11003636363636,9.73494545454546,10.3705090909091,10.9457454545455,11.5213090909091
465,70.6345454545455,72.3381818181818,73.9490909090909,75.66,77.3709090909091,78.8854545454546,80.3927272727273,71.9236363636364,73.5309090909091,75.1418181818182,76.8563636363636,78.5672727272727,80.0781818181818,81.4927272727273,7.56381818181818,8.05745454545455,8.59109090909091,9.20654545454545,9.85272727272727,10.4596363636364,11.0772727272727,8.00945454545455,8.55345454545455,9.11781818181818,9.74327272727273,10.3794545454545,10.9552727272727,11.5314545454545
466,70.668,72.372,73.984,75.696,77.408,78.924,80.432,71.956,73.564,75.176,76.892,78.604,80.116,81.532,7.5712,8.0652,8.5992,9.2152,9.862,10.4696,11.088,8.0164,8.5608,9.1256,9.7516,10.3884,10.9648,11.5416
467,70.7014545454545,72.4058181818182,74.0189090909091,75.732,77.4450909090909,78.9625454545455,80.4712727272727,71.9883636363636,73.5970909090909,75.2101818181818,76.9276363636364,78.6407272727273,80.1538181818182,81.5712727272727,7.57858181818182,8.07294545454545,8.60730909090909,9.22385454545455,9.87127272727273,10.4795636363636,11.0987272727273,8.02334545454546,8.56814545454546,9.13338181818182,9.75992727272727,10.3973454545455,10.9743272727273,11.5517454545455
468,70.7349090909091,72.4396363636364,74.0538181818182,75.768,77.4821818181818,79.0010909090909,80.5105454545455,72.0207272727273,73.6301818181818,75.2443636363636,76.9632727272727,78.6774545454546,80.1916363636364,81.6105454545454,7.58596363636364,8.08069090909091,8.61541818181818,9.23250909090909,9.88054545454546,10.4895272727273,11.1094545454545,8.03029090909091,8.57549090909091,9.14116363636364,9.76825454545455,10.4062909090909,10.9838545454545,11.5618909090909
469,70.7683636363636,72.4734545454545,74.0887272727273,75.804,77.5192727272727,79.0396363636364,80.5498181818182,72.0530909090909,73.6632727272727,75.2785454545455,76.9989090909091,78.7141818181818,80.2294545454545,81.6498181818182,7.59334545454546,8.08843636363636,8.62352727272727,9.24116363636364,9.88981818181818,10.4994909090909,11.1201818181818,8.03723636363636,8.58283636363636,9.14894545454545,9.77658181818182,10.4152363636364,10.9933818181818,11.5720363636364
470,70.8018181818182,72.5072727272727,74.1236363636364,75.84,77.5563636363636,79.0781818181818,80.5890909090909,72.0854545454545,73.6963636363636,75.3127272727273,77.0345454545455,78.7509090909091,80.2672727272727,81.6890909090909,7.60072727272727,8.09618181818182,8.63163636363636,9.24981818181818,9.89909090909091,10.5094545454545,11.1309090909091,8.04418181818182,8.59018181818182,9.15672727272727,9.78490909090909,10.4241818181818,11.0029090909091,11.5821818181818
471,70.8352727272727,72.5410909090909,74.1585454545455,75.876,77.5934545454546,79.1167272727273,80.6283636363636,72.1178181818182,73.7294545454545,75.3469090909091,77.0701818181818,78.7876363636364,80.3050909090909,81.7283636363636,7.60810909090909,8.10392727272727,8.63974545454546,9.25847272727273,9.90836363636364,10.5194181818182,11.1416363636364,8.05112727272727,8.59752727272727,9.16450909090909,9.79323636363636,10.4331272727273,11.0124363636364,11.5923272727273
472,70.8687272727273,72.5749090909091,74.1934545454545,75.912,77.6305454545455,79.1552727272727,80.6676363636364,72.1501818181818,73.7625454545455,75.3810909090909,77.1058181818182,78.8243636363636,80.3429090909091,81.7676363636364,7.61549090909091,8.11167272727273,8.64785454545455,9.26712727272727,9.91763636363636,10.5293818181818,11.1523636363636,8.05807272727273,8.60487272727273,9.17229090909091,9.80156363636364,10.4420727272727,11.0219636363636,11.6024727272727
473,70.9021818181818,72.6087272727273,74.2283636363636,75.948,77.6676363636364,79.1938181818182,80.7069090909091,72.1825454545455,73.7956363636364,75.4152727272727,77.1414545454546,78.8610909090909,80.3807272727273,81.8069090909091,7.62287272727273,8.11941818181818,8.65596363636364,9.27578181818182,9.92690909090909,10.5393454545455,11.1630909090909,8.06501818181818,8.61221818181818,9.18007272727273,9.80989090909091,10.4510181818182,11.0314909090909,11.6126181818182
474,70.9356363636364,72.6425454545455,74.2632727272727,75.984,77.7047272727273,79.2323636363636,80.7461818181818,72.2149090909091,73.8287272727273,75.4494545454545,77.1770909090909,78.8978181818182,80.4185454545455,81.8461818181818,7.63025454545455,8.12716363636364,8.66407272727273,9.28443636363636,9.93618181818182,10.5493090909091,11.1738181818182,8.07196363636364,8.61956363636364,9.18785454545455,9.81821818181818,10.4599636363636,11.0410181818182,11.6227636363636
475,70.9690909090909,72.6763636363636,74.2981818181818,76.02,77.7418181818182,79.2709090909091,80.7854545454545,72.2472727272727,73.8618181818182,75.4836363636364,77.2127272727273,78.9345454545455,80.4563636363636,81.8854545454545,7.63763636363636,8.13490909090909,8.67218181818182,9.29309090909091,9.94545454545455,10.5592727272727,11.1845454545455,8.07890909090909,8.62690909090909,9.19563636363636,9.82654545454546,10.4689090909091,11.0505454545455,11.6329090909091
476,71.0025454545455,72.7101818181818,74.3330909090909,76.056,77.7789090909091,79.3094545454545,80.8247272727273,72.2796363636364,73.8949090909091,75.5178181818182,77.2483636363636,78.9712727272727,80.4941818181818,81.9247272727273,7.64501818181818,8.14265454545455,8.68029090909091,9.30174545454545,9.95472727272727,10.5692363636364,11.1952727272727,8.08585454545455,8.63425454545455,9.20341818181818,9.83487272727273,10.4778545454545,11.0600727272727,11.6430545454545
477,71.036,72.744,74.368,76.092,77.816,79.348,80.864,72.312,73.928,75.552,77.284,79.008,80.532,81.964,7.6524,8.1504,8.6884,9.3104,9.964,10.5792,11.206,8.0928,8.6416,9.2112,9.8432,10.4868,11.0696,11.6532
478,71.0694545454546,72.7778181818182,74.4029090909091,76.128,77.8530909090909,79.3865454545455,80.9032727272727,72.3443636363636,73.9610909090909,75.5861818181818,77.3196363636364,79.0447272727273,80.5698181818182,82.0032727272727,7.65978181818182,8.15814545454546,8.69650909090909,9.31905454545455,9.97327272727273,10.5891636363636,11.2167272727273,8.09974545454545,8.64894545454546,9.21898181818182,9.85152727272727,10.4957454545455,11.0791272727273,11.6633454545455
479,71.1029090909091,72.8116363636364,74.4378181818182,76.164,77.8901818181818,79.4250909090909,80.9425454545455,72.3767272727273,73.9941818181818,75.6203636363636,77.3552727272727,79.0814545454546,80.6076363636364,82.0425454545455,7.66716363636364,8.16589090909091,8.70461818181818,9.32770909090909,9.98254545454545,10.5991272727273,11.2274545454545,8.10669090909091,8.65629090909091,9.22676363636364,9.85985454545455,10.5046909090909,11.0886545454545,11.6734909090909
480,71.1363636363636,72.8454545454545,74.4727272727273,76.2,77.9272727272727,79.4636363636364,80.9818181818182,72.4090909090909,74.0272727272727,75.6545454545455,77.3909090909091,79.1181818181818,80.6454545454545,82.0818181818182,7.67454545454546,8.17363636363636,8.71272727272727,9.33636363636364,9.99181818181818,10.6090909090909,11.2381818181818,8.11363636363636,8.66363636363636,9.23454545454545,9.86818181818182,10.5136363636364,11.0981818181818,11.6836363636364
481,71.1698181818182,72.8792727272727,74.5076363636364,76.236,77.9643636363636,79.5021818181818,81.0210909090909,72.4414545454545,74.0603636363636,75.6887272727273,77.4265454545455,79.1549090909091,80.6832727272727,82.1210909090909,7.68192727272727,8.18138181818182,8.72083636363636,9.34501818181818,10.0010909090909,10.6190545454545,11.2489090909091,8.12058181818182,8.67098181818182,9.24232727272727,9.87650909090909,10.5225818181818,11.1077090909091,11.6937818181818
482,71.2032727272727,72.9130909090909,74.5425454545455,76.272,78.0014545454546,79.5407272727273,81.0603636363636,72.4738181818182,74.0934545454546,75.7229090909091,77.4621818181818,79.1916363636364,80.7210909090909,82.1603636363636,7.68930909090909,8.18912727272727,8.72894545454546,9.35367272727273,10.0103636363636,10.6290181818182,11.2596363636364,8.12752727272727,8.67832727272727,9.25010909090909,9.88483636363636,10.5315272727273,11.1172363636364,11.7039272727273
483,71.2367272727273,72.9469090909091,74.5774545454545,76.308,78.0385454545455,79.5792727272727,81.0996363636364,72.5061818181818,74.1265454545455,75.7570909090909,77.4978181818182,79.2283636363636,80.7589090909091,82.1996363636364,7.69669090909091,8.19687272727273,8.73705454545455,9.36232727272727,10.0196363636364,10.6389818181818,11.2703636363636,8.13447272727273,8.68567272727273,9.25789090909091,9.89316363636364,10.5404727272727,11.1267636363636,11.7140727272727
484,71.2701818181818,72.9807272727273,74.6123636363636,76.344,78.0756363636364,79.6178181818182,81.1389090909091,72.5385454545455,74.1596363636364,75.7912727272727,77.5334545454546,79.2650909090909,80.7967272727273,82.2389090909091,7.70407272727273,8.20461818181818,8.74516363636364,9.37098181818182,10.0289090909091,10.6489454545455,11.2810909090909,8.14141818181818,8.69301818181818,9.26567272727273,9.90149090909091,10.5494181818182,11.1362909090909,11.7242181818182
485,71.3036363636364,73.0145454545455,74.6472727272727,76.38,78.1127272727273,79.6563636363636,81.1781818181818,72.5709090909091,74.1927272727273,75.8254545454546,77.5690909090909,79.3018181818182,80.8345454545455,82.2781818181818,7.71145454545455,8.21236363636364,8.75327272727273,9.37963636363636,10.0381818181818,10.6589090909091,11.2918181818182,8.14836363636364,8.70036363636364,9.27345454545455,9.90981818181818,10.5583636363636,11.1458181818182,11.7343636363636
486,71.3370909090909,73.0483636363636,74.6821818181818,76.416,78.1498181818182,79.6949090909091,81.2174545454545,72.6032727272727,74.2258181818182,75.8596363636364,77.6047272727273,79.3385454545455,80.8723636363636,82.3174545454545,7.71883636363636,8.22010909090909,8.76138181818182,9.38829090909091,10.0474545454545,10.6688727272727,11.3025454545455,8.15530909090909,8.70770909090909,9.28123636363636,9.91814545454546,10.5673090909091,11.1553454545455,11.7445090909091
487,71.3705454545455,73.0821818181818,74.7170909090909,76.452,78.1869090909091,79.7334545454546,81.2567272727273,72.6356363636364,74.2589090909091,75.8938181818182,77.6403636363636,79.3752727272727,80.9101818181818,82.3567272727273,7.72621818181818,8.22785454545455,8.76949090909091,9.39694545454545,10.0567272727273,10.6788363636364,11.3132727272727,8.16225454545455,8.71505454545455,9.28901818181818,9.92647272727273,10.5762545454545,11.1648727272727,11.7546545454545
488,71.404,73.116,74.752,76.488,78.224,79.772,81.296,72.668,74.292,75.928,77.676,79.412,80.948,82.396,7.7336,8.2356,8.7776,9.4056,10.066,10.6888,11.324,8.1692,8.7224,9.2968,9.9348,10.5852,11.1744,11.7648
489,71.4374545454545,73.1498181818182,74.7869090909091,76.524,78.2610909090909,79.8105454545455,81.3352727272727,72.7003636363636,74.3250909090909,75.9621818181818,77.7116363636364,79.4487272727273,80.9858181818182,82.4352727272727,7.74098181818182,8.24334545454546,8.78570909090909,9.41425454545455,10.0752727272727,10.6987636363636,11.3347272727273,8.17614545454546,8.72974545454546,9.30458181818182,9.94312727272727,10.5941454545455,11.1839272727273,11.7749454545455
490,71.4709090909091,73.1836363636364,74.8218181818182,76.56,78.2981818181818,79.8490909090909,81.3745454545455,72.7327272727273,74.3581818181818,75.9963636363636,77.7472727272727,79.4854545454545,81.0236363636364,82.4745454545455,7.74836363636364,8.25109090909091,8.79381818181818,9.42290909090909,10.0845454545455,10.7087272727273,11.3454545454545,8.18309090909091,8.73709090909091,9.31236363636364,9.95145454545455,10.6030909090909,11.1934545454545,11.7850909090909
491,71.5043636363636,73.2174545454545,74.8567272727273,76.596,78.3352727272727,79.8876363636364,81.4138181818182,72.7650909090909,74.3912727272727,76.0305454545455,77.7829090909091,79.5221818181818,81.0614545454546,82.5138181818182,7.75574545454546,8.25883636363636,8.80192727272727,9.43156363636364,10.0938181818182,10.7186909090909,11.3561818181818,8.19003636363637,8.74443636363636,9.32014545454545,9.95978181818182,10.6120363636364,11.2029818181818,11.7952363636364
492,71.5378181818182,73.2512727272727,74.8916363636364,76.632,78.3723636363636,79.9261818181818,81.4530909090909,72.7974545454545,74.4243636363636,76.0647272727273,77.8185454545455,79.5589090909091,81.0992727272727,82.5530909090909,7.76312727272727,8.26658181818182,8.81003636363636,9.44021818181818,10.1030909090909,10.7286545454545,11.3669090909091,8.19698181818182,8.75178181818182,9.32792727272727,9.96810909090909,10.6209818181818,11.2125090909091,11.8053818181818
493,71.5712727272727,73.2850909090909,74.9265454545455,76.668,78.4094545454546,79.9647272727273,81.4923636363636,72.8298181818182,74.4574545454546,76.0989090909091,77.8541818181818,79.5956363636364,81.1370909090909,82.5923636363636,7.77050909090909,8.27432727272727,8.81814545454546,9.44887272727273,10.1123636363636,10.7386181818182,11.3776363636364,8.20392727272727,8.75912727272727,9.33570909090909,9.97643636363636,10.6299272727273,11.2220363636364,11.8155272727273
494,71.6047272727273,73.3189090909091,74.9614545454545,76.704,78.4465454545455,80.0032727272727,81.5316363636364,72.8621818181818,74.4905454545455,76.1330909090909,77.8898181818182,79.6323636363636,81.1749090909091,82.6316363636364,7.77789090909091,8.28207272727273,8.82625454545455,9.45752727272727,10.1216363636364,10.7485818181818,11.3883636363636,8.21087272727273,8.76647272727273,9.34349090909091,9.98476363636364,10.6388727272727,11.2315636363636,11.8256727272727
495,71.6381818181818,73.3527272727273,74.9963636363636,76.74,78.4836363636364,80.0418181818182,81.5709090909091,72.8945454545455,74.5236363636364,76.1672727272727,77.9254545454545,79.6690909090909,81.2127272727273,82.6709090909091,7.78527272727273,8.28981818181818,8.83436363636364,9.46618181818182,10.1309090909091,10.7585454545455,11.3990909090909,8.21781818181818,8.77381818181818,9.35127272727273,9.99309090909091,10.6478181818182,11.2410909090909,11.8358181818182
496,71.6716363636364,73.3865454545455,75.0312727272727,76.776,78.5207272727273,80.0803636363636,81.6101818181818,72.9269090909091,74.5567272727273,76.2014545454545,77.9610909090909,79.7058181818182,81.2505454545455,82.7101818181818,7.79265454545455,8.29756363636364,8.84247272727273,9.47483636363636,10.1401818181818,10.7685090909091,11.4098181818182,8.22476363636364,8.78116363636364,9.35905454545454,10.0014181818182,10.6567636363636,11.2506181818182,11.8459636363636
497,71.7050909090909,73.4203636363636,75.0661818181818,76.812,78.5578181818182,80.1189090909091,81.6494545454546,72.9592727272727,74.5898181818182,76.2356363636364,77.9967272727273,79.7425454545455,81.2883636363636,82.7494545454545,7.80003636363636,8.30530909090909,8.85058181818182,9.48349090909091,10.1494545454545,10.7784727272727,11.4205454545455,8.23170909090909,8.78850909090909,9.36683636363636,10.0097454545455,10.6657090909091,11.2601454545455,11.8561090909091
498,71.7385454545455,73.4541818181818,75.1010909090909,76.848,78.5949090909091,80.1574545454545,81.6887272727273,72.9916363636364,74.6229090909091,76.2698181818182,78.0323636363636,79.7792727272727,81.3261818181818,82.7887272727273,7.80741818181818,8.31305454545455,8.85869090909091,9.49214545454545,10.1587272727273,10.7884363636364,11.4312727272727,8.23865454545455,8.79585454545455,9.37461818181818,10.0180727272727,10.6746545454545,11.2696727272727,11.8662545454545
499,71.772,73.488,75.136,76.884,78.632,80.196,81.728,73.024,74.656,76.304,78.068,79.816,81.364,82.828,7.8148,8.3208,8.8668,9.5008,10.168,10.7984,11.442,8.2456,8.8032,9.3824,10.0264,10.6836,11.2792,11.8764
500,71.8054545454545,73.5218181818182,75.1709090909091,76.92,78.6690909090909,80.2345454545455,81.7672727272727,73.0563636363636,74.6890909090909,76.3381818181818,78.1036363636364,79.8527272727273,81.4018181818182,82.8672727272727,7.82218181818182,8.32854545454546,8.87490909090909,9.50945454545455,10.1772727272727,10.8083636363636,11.4527272727273,8.25254545454546,8.81054545454546,9.39018181818182,10.0347272727273,10.6925454545455,11.2887272727273,11.8865454545455
501,71.8389090909091,73.5556363636364,75.2058181818182,76.956,78.7061818181818,80.2730909090909,81.8065454545455,73.0887272727273,74.7221818181818,76.3723636363636,78.1392727272727,79.8894545454545,81.4396363636364,82.9065454545455,7.82956363636364,8.33629090909091,8.88301818181818,9.51810909090909,10.1865454545455,10.8183272727273,11.4634545454545,8.25949090909091,8.81789090909091,9.39796363636364,10.0430545454545,10.7014909090909,11.2982545454545,11.8966909090909
502,71.8723636363636,73.5894545454545,75.2407272727273,76.992,78.7432727272727,80.3116363636364,81.8458181818182,73.1210909090909,74.7552727272727,76.4065454545455,78.1749090909091,79.9261818181818,81.4774545454546,82.9458181818182,7.83694545454546,8.34403636363637,8.89112727272727,9.52676363636364,10.1958181818182,10.8282909090909,11.4741818181818,8.26643636363636,8.82523636363636,9.40574545454545,10.0513818181818,10.7104363636364,11.3077818181818,11.9068363636364
503,71.9058181818182,73.6232727272727,75.2756363636364,77.028,78.7803636363636,80.3501818181818,81.8850909090909,73.1534545454545,74.7883636363636,76.4407272727273,78.2105454545455,79.9629090909091,81.5152727272727,82.9850909090909,7.84432727272727,8.35178181818182,8.89923636363636,9.53541818181818,10.2050909090909,10.8382545454545,11.4849090909091,8.27338181818182,8.83258181818182,9.41352727272727,10.0597090909091,10.7193818181818,11.3173090909091,11.9169818181818
504,71.9392727272727,73.6570909090909,75.3105454545455,77.064,78.8174545454546,80.3887272727273,81.9243636363636,73.1858181818182,74.8214545454545,76.4749090909091,78.2461818181818,79.9996363636364,81.5530909090909,83.0243636363636,7.85170909090909,8.35952727272727,8.90734545454546,9.54407272727273,10.2143636363636,10.8482181818182,11.4956363636364,8.28032727272727,8.83992727272727,9.42130909090909,10.0680363636364,10.7283272727273,11.3268363636364,11.9271272727273
505,71.9727272727273,73.6909090909091,75.3454545454545,77.1,78.8545454545455,80.4272727272727,81.9636363636364,73.2181818181818,74.8545454545455,76.5090909090909,78.2818181818182,80.0363636363636,81.5909090909091,83.0636363636364,7.85909090909091,8.36727272727273,8.91545454545455,9.55272727272727,10.2236363636364,10.8581818181818,11.5063636363636,8.28727272727273,8.84727272727273,9.42909090909091,10.0763636363636,10.7372727272727,11.3363636363636,11.9372727272727
506,72.0061818181818,73.7247272727273,75.3803636363636,77.136,78.8916363636364,80.4658181818182,82.0029090909091,73.2505454545455,74.8876363636364,76.5432727272727,78.3174545454545,80.0730909090909,81.6287272727273,83.1029090909091,7.86647272727273,8.37501818181818,8.92356363636364,9.56138181818182,10.2329090909091,10.8681454545455,11.5170909090909,8.29421818181818,8.85461818181818,9.43687272727273,10.0846909090909,10.7462181818182,11.3458909090909,11.9474181818182
507,72.0396363636364,73.7585454545455,75.4152727272727,77.172,78.9287272727273,80.5043636363636,82.0421818181818,73.2829090909091,74.9207272727273,76.5774545454545,78.3530909090909,80.1098181818182,81.6665454545455,83.1421818181818,7.87385454545455,8.38276363636364,8.93167272727273,9.57003636363636,10.2421818181818,10.8781090909091,11.5278181818182,8.30116363636364,8.86196363636364,9.44465454545455,10.0930181818182,10.7551636363636,11.3554181818182,11.9575636363636
508,72.0730909090909,73.7923636363636,75.4501818181818,77.208,78.9658181818182,80.5429090909091,82.0814545454546,73.3152727272727,74.9538181818182,76.6116363636364,78.3887272727273,80.1465454545455,81.7043636363636,83.1814545454545,7.88123636363636,8.39050909090909,8.93978181818182,9.57869090909091,10.2514545454545,10.8880727272727,11.5385454545455,8.30810909090909,8.86930909090909,9.45243636363636,10.1013454545455,10.7641090909091,11.3649454545455,11.9677090909091
509,72.1065454545455,73.8261818181818,75.4850909090909,77.244,79.0029090909091,80.5814545454546,82.1207272727273,73.3476363636364,74.9869090909091,76.6458181818182,78.4243636363636,80.1832727272727,81.7421818181818,83.2207272727273,7.88861818181818,8.39825454545455,8.94789090909091,9.58734545454546,10.2607272727273,10.8980363636364,11.5492727272727,8.31505454545455,8.87665454545455,9.46021818181818,10.1096727272727,10.7730545454545,11.3744727272727,11.9778545454545
510,72.14,73.86,75.52,77.28,79.04,80.62,82.16,73.38,75.02,76.68,78.46,80.22,81.78,83.26,7.896,8.406,8.956,9.596,10.27,10.908,11.56,8.322,8.884,9.468,10.118,10.782,11.384,11.988
511,72.1734545454546,73.8938181818182,75.5549090909091,77.316,79.0770909090909,80.6585454545455,82.1992727272727,73.4123636363636,75.0530909090909,76.7141818181818,78.4956363636364,80.2567272727273,81.8178181818182,83.2992727272727,7.90338181818182,8.41374545454545,8.96410909090909,9.60465454545455,10.2792727272727,10.9179636363636,11.5707272727273,8.32894545454546,8.89134545454546,9.47578181818182,10.1263272727273,10.7909454545455,11.3935272727273,11.9981454545455
